type,gene_id,gene_type,gene_name
gene,ENSG00000160207,protein_coding,HSF2BP
gene,ENSG00000214326,processed_pseudogene,RPL31P1
gene,ENSG00000234289,protein_coding,H2BC12L
gene,ENSG00000278433,miRNA,MIR6070
gene,ENSG00000160208,protein_coding,RRP1B
gene,ENSG00000160209,protein_coding,PDXK
gene,ENSG00000281420,pseudogene,ENSG00000281420
gene,ENSG00000287507,lncRNA,ENSG00000287507
gene,ENSG00000160213,protein_coding,CSTB
gene,ENSG00000234030,processed_pseudogene,TMEM97P1
gene,ENSG00000160214,protein_coding,RRP1
gene,ENSG00000215458,lncRNA,AATBC
gene,ENSG00000226543,processed_pseudogene,MYL6P1
gene,ENSG00000160216,protein_coding,AGPAT3
gene,ENSG00000289546,lncRNA,ENSG00000289546
gene,ENSG00000199598,snRNA,RNU6-859P
gene,ENSG00000288593,protein_coding,ENSG00000288593
gene,ENSG00000252606,snRNA,RNU6-1150P
gene,ENSG00000160218,protein_coding,TRAPPC10
gene,ENSG00000213440,processed_pseudogene,H2AZP1
gene,ENSG00000241945,protein_coding,PWP2
gene,ENSG00000160221,protein_coding,GATD3
gene,ENSG00000225331,lncRNA,LINC01678
gene,ENSG00000285413,lncRNA,ENSG00000285413
gene,ENSG00000237604,lncRNA,ENSG00000237604
gene,ENSG00000232124,lncRNA,ENSG00000232124
gene,ENSG00000160223,protein_coding,ICOSLG
gene,ENSG00000278158,lncRNA,ENSG00000278158
gene,ENSG00000275799,lncRNA,ENSG00000275799
gene,ENSG00000142182,protein_coding,DNMT3L
gene,ENSG00000232010,lncRNA,DNMT3L-AS1
gene,ENSG00000160224,protein_coding,AIRE
gene,ENSG00000141959,protein_coding,PFKL
gene,ENSG00000241728,lncRNA,ENSG00000241728
gene,ENSG00000160226,protein_coding,CFAP410
gene,ENSG00000184441,lncRNA,ENSG00000184441
gene,ENSG00000232969,lncRNA,ENSG00000232969
gene,ENSG00000260256,lncRNA,ENSG00000260256
gene,ENSG00000142185,protein_coding,TRPM2
gene,ENSG00000230061,lncRNA,TRPM2-AS
gene,ENSG00000266692,snoRNA,ENSG00000266692
gene,ENSG00000264452,snoRNA,ENSG00000264452
gene,ENSG00000229356,lncRNA,LRRC3-DT
gene,ENSG00000160233,protein_coding,LRRC3
gene,ENSG00000224747,processed_pseudogene,MTCYBP21
gene,ENSG00000223431,processed_pseudogene,MTND6P21
gene,ENSG00000227999,processed_pseudogene,MTND5P1
gene,ENSG00000274225,lncRNA,LINC03038
gene,ENSG00000289857,lncRNA,ENSG00000289857
gene,ENSG00000228709,lncRNA,LINC02575
gene,ENSG00000175894,protein_coding,TSPEAR
gene,ENSG00000235890,lncRNA,TSPEAR-AS1
gene,ENSG00000182912,lncRNA,TSPEAR-AS2
gene,ENSG00000287088,lncRNA,ENSG00000287088
gene,ENSG00000215455,protein_coding,KRTAP10-1
gene,ENSG00000205445,protein_coding,KRTAP10-2
gene,ENSG00000212935,protein_coding,KRTAP10-3
gene,ENSG00000215454,protein_coding,KRTAP10-4
gene,ENSG00000241123,protein_coding,KRTAP10-5
gene,ENSG00000188155,protein_coding,KRTAP10-6
gene,ENSG00000272804,protein_coding,KRTAP10-7
gene,ENSG00000187766,protein_coding,KRTAP10-8
gene,ENSG00000221837,protein_coding,KRTAP10-9
gene,ENSG00000221859,protein_coding,KRTAP10-10
gene,ENSG00000243489,protein_coding,KRTAP10-11
gene,ENSG00000212933,protein_coding,KRTAP12-4
gene,ENSG00000205439,protein_coding,KRTAP12-3
gene,ENSG00000221864,protein_coding,KRTAP12-2
gene,ENSG00000229880,processed_pseudogene,IMMTP1
gene,ENSG00000187175,protein_coding,KRTAP12-1
gene,ENSG00000276647,processed_pseudogene,KRTAP12-6P
gene,ENSG00000189169,protein_coding,KRTAP10-12
gene,ENSG00000236382,unprocessed_pseudogene,KRTAP10-13P
gene,ENSG00000289144,lncRNA,ENSG00000289144
gene,ENSG00000184787,protein_coding,UBE2G2
gene,ENSG00000236519,lncRNA,LINC01424
gene,ENSG00000184900,protein_coding,SUMO3
gene,ENSG00000183255,protein_coding,PTTG1IP
gene,ENSG00000289009,lncRNA,ENSG00000289009
gene,ENSG00000160255,protein_coding,ITGB2
gene,ENSG00000227039,lncRNA,ITGB2-AS1
gene,ENSG00000273027,lncRNA,ENSG00000273027
gene,ENSG00000183250,lncRNA,LINC01547
gene,ENSG00000272825,lncRNA,ENSG00000272825
gene,ENSG00000160256,protein_coding,SLX9
gene,ENSG00000276529,lncRNA,ENSG00000276529
gene,ENSG00000234880,lncRNA,LINC00163
gene,ENSG00000261706,lncRNA,LINC00165
gene,ENSG00000275874,lncRNA,PICSAR
gene,ENSG00000235374,transcribed_processed_pseudogene,SSR4P1
gene,ENSG00000197381,protein_coding,ADARB1
gene,ENSG00000267857,lncRNA,ENSG00000267857
gene,ENSG00000182586,lncRNA,LINC00334
gene,ENSG00000186866,protein_coding,POFUT2
gene,ENSG00000223768,lncRNA,LINC00205
gene,ENSG00000286262,lncRNA,ENSG00000286262
gene,ENSG00000184274,lncRNA,LINC00315
gene,ENSG00000288842,lncRNA,ENSG00000288842
gene,ENSG00000229382,lncRNA,ENSG00000229382
gene,ENSG00000237664,lncRNA,LINC00316
gene,ENSG00000289448,lncRNA,ENSG00000289448
gene,ENSG00000228930,processed_pseudogene,MTCO1P3
gene,ENSG00000228355,lncRNA,ENSG00000228355
gene,ENSG00000273796,lncRNA,ENSG00000273796
gene,ENSG00000182871,protein_coding,COL18A1
gene,ENSG00000224574,lncRNA,COL18A1-AS2
gene,ENSG00000183535,lncRNA,COL18A1-AS1
gene,ENSG00000275167,miRNA,MIR6815
gene,ENSG00000173638,protein_coding,SLC19A1
gene,ENSG00000288885,lncRNA,ENSG00000288885
gene,ENSG00000233922,lncRNA,LINC01694
gene,ENSG00000286082,lncRNA,ENSG00000286082
gene,ENSG00000286594,lncRNA,ENSG00000286594
gene,ENSG00000183570,protein_coding,PCBP3
gene,ENSG00000275139,lncRNA,ENSG00000275139
gene,ENSG00000205424,lncRNA,PCBP3-AS1
gene,ENSG00000286886,lncRNA,ENSG00000286886
gene,ENSG00000276633,lncRNA,ENSG00000276633
gene,ENSG00000280604,lncRNA,ENSG00000280604
gene,ENSG00000274248,lncRNA,ENSG00000274248
gene,ENSG00000289224,lncRNA,ENSG00000289224
gene,ENSG00000142156,protein_coding,COL6A1
gene,ENSG00000224413,lncRNA,ENSG00000224413
gene,ENSG00000228235,lncRNA,ENSG00000228235
gene,ENSG00000226115,lncRNA,ENSG00000226115
gene,ENSG00000233767,processed_pseudogene,PSMA6P3
gene,ENSG00000227438,lncRNA,COL6A2-DT
gene,ENSG00000142173,protein_coding,COL6A2
gene,ENSG00000160282,protein_coding,FTCD
gene,ENSG00000237338,lncRNA,FTCD-AS1
gene,ENSG00000160284,protein_coding,SPATC1L
gene,ENSG00000228404,lncRNA,ENSG00000228404
gene,ENSG00000160285,protein_coding,LSS
gene,ENSG00000223901,lncRNA,ENSG00000223901
gene,ENSG00000215424,lncRNA,MCM3AP-AS1
gene,ENSG00000160294,protein_coding,MCM3AP
gene,ENSG00000228137,lncRNA,ENSG00000228137
gene,ENSG00000239415,lncRNA,ENSG00000239415
gene,ENSG00000182362,protein_coding,YBEY
gene,ENSG00000160298,protein_coding,C21orf58
gene,ENSG00000160299,protein_coding,PCNT
gene,ENSG00000286224,protein_coding,ENSG00000286224
gene,ENSG00000225043,processed_pseudogene,RPL18AP2
gene,ENSG00000289421,lncRNA,ENSG00000289421
gene,ENSG00000160305,protein_coding,DIP2A
gene,ENSG00000223692,lncRNA,DIP2A-IT1
gene,ENSG00000202239,snRNA,RNU6-396P
gene,ENSG00000160307,protein_coding,S100B
gene,ENSG00000160310,protein_coding,PRMT2
gene,ENSG00000230982,processed_pseudogene,DSTNP1
gene,ENSG00000289511,lncRNA,ENSG00000289511
gene,ENSG00000212932,processed_pseudogene,RPL23AP4
gene,ENSG00000283047,unprocessed_pseudogene,FRG1FP
gene,ENSG00000279973,lncRNA,ENSG00000279973
gene,ENSG00000226444,processed_pseudogene,ACTR3BP7
gene,ENSG00000288262,unprocessed_pseudogene,ENSG00000288262
gene,ENSG00000290397,lncRNA,ENSG00000290397
gene,ENSG00000286406,transcribed_unprocessed_pseudogene,ENSG00000286406
gene,ENSG00000283023,unprocessed_pseudogene,FRG1GP
gene,ENSG00000280341,lncRNA,ENSG00000280341
gene,ENSG00000236235,unprocessed_pseudogene,ENSG00000236235
gene,ENSG00000279442,lncRNA,ENSG00000279442
gene,ENSG00000184624,unprocessed_pseudogene,ZNF72P
gene,ENSG00000236097,processed_pseudogene,BNIP3P2
gene,ENSG00000236831,unprocessed_pseudogene,YME1L1P1
gene,ENSG00000130538,protein_coding,OR11H1
gene,ENSG00000237299,unprocessed_pseudogene,ENSG00000237299
gene,ENSG00000235759,processed_pseudogene,ARHGAP42P3
gene,ENSG00000233408,lncRNA,ENSG00000233408
gene,ENSG00000215268,processed_pseudogene,ENSG00000215268
gene,ENSG00000213727,processed_pseudogene,ENSG00000213727
gene,ENSG00000230643,unprocessed_pseudogene,ENSG00000230643
gene,ENSG00000230471,lncRNA,ENSG00000230471
gene,ENSG00000231565,processed_pseudogene,NEK2P2
gene,ENSG00000226474,unprocessed_pseudogene,ENSG00000226474
gene,ENSG00000224435,unprocessed_pseudogene,NF1P6
gene,ENSG00000234381,unprocessed_pseudogene,MED15P7
gene,ENSG00000198062,protein_coding,POTEH
gene,ENSG00000236666,lncRNA,POTEH-AS1
gene,ENSG00000212216,snRNA,RNU6-816P
gene,ENSG00000241838,processed_pseudogene,ENSG00000241838
gene,ENSG00000225255,lncRNA,PSLNR
gene,ENSG00000235992,processed_pseudogene,GRAMD4P2
gene,ENSG00000206195,lncRNA,DUXAP8
gene,ENSG00000271127,transcribed_unprocessed_pseudogene,ENSG00000271127
gene,ENSG00000290415,lncRNA,ENSG00000290415
gene,ENSG00000232775,transcribed_unprocessed_pseudogene,BMS1P22
gene,ENSG00000272872,lncRNA,ENSG00000272872
gene,ENSG00000223875,unprocessed_pseudogene,NBEAP3
gene,ENSG00000215270,processed_pseudogene,TOMM40P2
gene,ENSG00000229286,unprocessed_pseudogene,ENSG00000229286
gene,ENSG00000233866,lncRNA,ENSG00000233866
gene,ENSG00000225293,unprocessed_pseudogene,ABCD1P4
gene,ENSG00000226160,processed_pseudogene,ENSG00000226160
gene,ENSG00000229658,unprocessed_pseudogene,PABPC1P9
gene,ENSG00000227367,unprocessed_pseudogene,SLC9B1P4
gene,ENSG00000280263,processed_pseudogene,ACTR3BP6
gene,ENSG00000235969,unprocessed_pseudogene,CHEK2P4
gene,ENSG00000273362,lncRNA,ENSG00000273362
gene,ENSG00000233995,unprocessed_pseudogene,ENSG00000233995
gene,ENSG00000239435,transcribed_unprocessed_pseudogene,KCNMB3P1
gene,ENSG00000290416,lncRNA,ENSG00000290416
gene,ENSG00000198445,protein_coding,CCT8L2
gene,ENSG00000287285,lncRNA,ENSG00000287285
gene,ENSG00000240122,processed_pseudogene,FABP5P11
gene,ENSG00000290418,lncRNA,TPTEP1
gene,ENSG00000283633,lncRNA,ENSG00000283633
gene,ENSG00000267338,lncRNA,ENSG00000267338
gene,ENSG00000249288,unprocessed_pseudogene,SLC25A15P5
gene,ENSG00000249263,transcribed_unprocessed_pseudogene,PARP4P3
gene,ENSG00000189295,lncRNA,ANKRD62P1-PARP4P3
gene,ENSG00000259271,transcribed_unprocessed_pseudogene,ANKRD62P1
gene,ENSG00000273244,lncRNA,ENSG00000273244
gene,ENSG00000241717,transcribed_unprocessed_pseudogene,VWFP1
gene,ENSG00000288024,lncRNA,ENSG00000288024
gene,ENSG00000235343,lncRNA,LINC01665
gene,ENSG00000172967,protein_coding,XKR3
gene,ENSG00000290408,lncRNA,HSFY1P1
gene,ENSG00000234121,processed_pseudogene,GPM6BP3
gene,ENSG00000283535,unprocessed_pseudogene,ENSG00000283535
gene,ENSG00000237835,processed_pseudogene,ENSG00000237835
gene,ENSG00000220248,processed_pseudogene,ZNF402P
gene,ENSG00000237689,lncRNA,ENSG00000237689
gene,ENSG00000228122,processed_pseudogene,MTND1P17
gene,ENSG00000237358,processed_pseudogene,ENSG00000237358
gene,ENSG00000225480,processed_pseudogene,ENSG00000225480
gene,ENSG00000230481,IG_V_pseudogene,IGKV1OR22-5
gene,ENSG00000253691,IG_V_pseudogene,IGKV2OR22-4
gene,ENSG00000253460,IG_V_pseudogene,IGKV2OR22-3
gene,ENSG00000254264,IG_V_pseudogene,IGKV3OR22-2
gene,ENSG00000253481,IG_V_pseudogene,IGKV1OR22-1
gene,ENSG00000285045,unprocessed_pseudogene,ENSG00000285045
gene,ENSG00000215568,protein_coding,GAB4
gene,ENSG00000270226,processed_pseudogene,ENSG00000270226
gene,ENSG00000276400,processed_pseudogene,VN1R9P
gene,ENSG00000290931,lncRNA,ENSG00000290931
gene,ENSG00000237438,transcribed_unprocessed_pseudogene,CECR7
gene,ENSG00000273203,lncRNA,ENSG00000273203
gene,ENSG00000273442,lncRNA,ENSG00000273442
gene,ENSG00000177663,protein_coding,IL17RA
gene,ENSG00000235328,processed_pseudogene,ENSG00000235328
gene,ENSG00000183307,protein_coding,TMEM121B
gene,ENSG00000235478,lncRNA,LINC01664
gene,ENSG00000069998,protein_coding,HDHD5
gene,ENSG00000185837,lncRNA,HDHD5-AS1
gene,ENSG00000093072,protein_coding,ADA2
gene,ENSG00000236325,processed_pseudogene,RPL32P5
gene,ENSG00000203416,processed_pseudogene,FAM32BP
gene,ENSG00000241832,lncRNA,CECR3
gene,ENSG00000231004,TEC,CECR9
gene,ENSG00000239547,misc_RNA,RN7SL843P
gene,ENSG00000099954,protein_coding,CECR2
gene,ENSG00000229492,processed_pseudogene,ENSG00000229492
gene,ENSG00000232305,processed_pseudogene,CLCP1
gene,ENSG00000228045,processed_pseudogene,DNAJA1P6
gene,ENSG00000286195,lncRNA,ENSG00000286195
gene,ENSG00000182902,protein_coding,SLC25A18
gene,ENSG00000236754,lncRNA,ENSG00000236754
gene,ENSG00000131100,protein_coding,ATP6V1E1
gene,ENSG00000099968,protein_coding,BCL2L13
gene,ENSG00000015475,protein_coding,BID
gene,ENSG00000264757,miRNA,MIR3198-1
gene,ENSG00000269220,lncRNA,LINC00528
gene,ENSG00000243156,protein_coding,MICAL3
gene,ENSG00000093100,lncRNA,ENSG00000093100
gene,ENSG00000286990,lncRNA,ENSG00000286990
gene,ENSG00000207780,miRNA,MIR648
gene,ENSG00000235445,lncRNA,ENSG00000235445
gene,ENSG00000234913,lncRNA,ENSG00000234913
gene,ENSG00000237446,processed_pseudogene,RHEBP3
gene,ENSG00000235295,lncRNA,LINC01634
gene,ENSG00000225335,lncRNA,ENSG00000225335
gene,ENSG00000215193,protein_coding,PEX26
gene,ENSG00000288683,protein_coding,ENSG00000288683
gene,ENSG00000236890,processed_pseudogene,ENSG00000236890
gene,ENSG00000235617,unprocessed_pseudogene,ENSG00000235617
gene,ENSG00000225225,processed_pseudogene,ARL2BPP10
gene,ENSG00000183785,protein_coding,TUBA8
gene,ENSG00000280007,lncRNA,ENSG00000280007
gene,ENSG00000184979,protein_coding,USP18
gene,ENSG00000187979,lncRNA,FAM230D
gene,ENSG00000276160,unprocessed_pseudogene,GGTLC5P
gene,ENSG00000288811,lncRNA,ENSG00000288811
gene,ENSG00000274044,lncRNA,FAM230J
gene,ENSG00000276874,lncRNA,ENSG00000276874
gene,ENSG00000275060,unprocessed_pseudogene,PPP1R26P3
gene,ENSG00000277870,lncRNA,FAM230A
gene,ENSG00000277017,lncRNA,ENSG00000277017
gene,ENSG00000278044,lncRNA,FAM247B
gene,ENSG00000274252,protein_coding,GGTLC3
gene,ENSG00000277690,processed_pseudogene,ENSG00000277690
gene,ENSG00000278558,protein_coding,TMEM191B
gene,ENSG00000290425,lncRNA,PI4KAP1
gene,ENSG00000274625,scaRNA,ENSG00000274625
gene,ENSG00000222630,misc_RNA,RN7SKP131
gene,ENSG00000275793,protein_coding,RIMBP3
gene,ENSG00000278110,unprocessed_pseudogene,SUSD2P2
gene,ENSG00000286175,protein_coding,FAM246B
gene,ENSG00000273907,unprocessed_pseudogene,CA15P2
gene,ENSG00000273643,processed_pseudogene,PPP1R26P2
gene,ENSG00000278008,processed_pseudogene,PPP1R26P4
gene,ENSG00000182824,lncRNA,FAM230E
gene,ENSG00000290711,lncRNA,ENSG00000290711
gene,ENSG00000197421,transcribed_unprocessed_pseudogene,GGT3P
gene,ENSG00000239989,transcribed_processed_pseudogene,ENSG00000239989
gene,ENSG00000234764,processed_pseudogene,E2F6P1
gene,ENSG00000161103,transcribed_processed_pseudogene,POM121L15P
gene,ENSG00000215544,unprocessed_pseudogene,BCRP7
gene,ENSG00000276095,lncRNA,FAM230F
gene,ENSG00000279987,lncRNA,ENSG00000279987
gene,ENSG00000183628,protein_coding,DGCR6
gene,ENSG00000283809,protein_coding,ENSG00000283809
gene,ENSG00000100033,protein_coding,PRODH
gene,ENSG00000284294,lncRNA,ENSG00000284294
gene,ENSG00000280418,lncRNA,ENSG00000280418
gene,ENSG00000273032,lncRNA,DGCR5
gene,ENSG00000283583,unprocessed_pseudogene,ENSG00000283583
gene,ENSG00000237517,transcribed_unprocessed_pseudogene,CELSR1P1
gene,ENSG00000271275,processed_pseudogene,ENSG00000271275
gene,ENSG00000283366,transcribed_unprocessed_pseudogene,ENSG00000283366
gene,ENSG00000270393,processed_pseudogene,ENSG00000270393
gene,ENSG00000286025,protein_coding,FAM246C
gene,ENSG00000241527,unitary_pseudogene,CA15P1
gene,ENSG00000070413,protein_coding,DGCR2
gene,ENSG00000273311,lncRNA,DGCR11
gene,ENSG00000237347,processed_pseudogene,ENSG00000237347
gene,ENSG00000281530,lncRNA,ENSG00000281530
gene,ENSG00000223461,lncRNA,ENSG00000223461
gene,ENSG00000272682,lncRNA,ENSG00000272682
gene,ENSG00000231086,unitary_pseudogene,TSSK1A
gene,ENSG00000100056,protein_coding,ESS2
gene,ENSG00000206203,protein_coding,TSSK2
gene,ENSG00000063515,protein_coding,GSC2
gene,ENSG00000289481,lncRNA,ENSG00000289481
gene,ENSG00000260924,lncRNA,LINC01311
gene,ENSG00000100075,protein_coding,SLC25A1
gene,ENSG00000070371,protein_coding,CLTCL1
gene,ENSG00000286367,lncRNA,ENSG00000286367
gene,ENSG00000230194,processed_pseudogene,ENSG00000230194
gene,ENSG00000251940,snoRNA,ENSG00000251940
gene,ENSG00000233471,processed_pseudogene,KRT18P62
gene,ENSG00000287146,lncRNA,ENSG00000287146
gene,ENSG00000100084,protein_coding,HIRA
gene,ENSG00000242259,protein_coding,C22orf39
gene,ENSG00000244296,misc_RNA,RN7SL168P
gene,ENSG00000185608,protein_coding,MRPL40
gene,ENSG00000185065,lncRNA,UFD1-AS1
gene,ENSG00000070010,protein_coding,UFD1
gene,ENSG00000273300,lncRNA,ENSG00000273300
gene,ENSG00000273212,lncRNA,ENSG00000273212
gene,ENSG00000093009,protein_coding,CDC45
gene,ENSG00000287652,lncRNA,ENSG00000287652
gene,ENSG00000184113,protein_coding,CLDN5
gene,ENSG00000281548,lncRNA,LINC00895
gene,ENSG00000230485,processed_pseudogene,ENSG00000230485
gene,ENSG00000225007,lncRNA,ENSG00000225007
gene,ENSG00000184702,protein_coding,SEPTIN5
gene,ENSG00000284874,protein_coding,ENSG00000284874
gene,ENSG00000203618,protein_coding,GP1BB
gene,ENSG00000184058,protein_coding,TBX1
gene,ENSG00000185838,protein_coding,GNB1L
gene,ENSG00000235776,processed_pseudogene,RPL7AP70
gene,ENSG00000215012,protein_coding,RTL10
gene,ENSG00000289960,lncRNA,ENSG00000289960
gene,ENSG00000184470,protein_coding,TXNRD2
gene,ENSG00000232926,processed_pseudogene,ENSG00000232926
gene,ENSG00000289946,lncRNA,ENSG00000289946
gene,ENSG00000093010,protein_coding,COMT
gene,ENSG00000284031,miRNA,MIR4761
gene,ENSG00000099889,protein_coding,ARVCF
gene,ENSG00000183597,protein_coding,TANGO2
gene,ENSG00000208023,miRNA,MIR185
gene,ENSG00000236540,lncRNA,ENSG00000236540
gene,ENSG00000268292,lncRNA,ENSG00000268292
gene,ENSG00000128191,protein_coding,DGCR8
gene,ENSG00000284140,miRNA,MIR3618
gene,ENSG00000284464,miRNA,MIR1306
gene,ENSG00000243762,lncRNA,ENSG00000243762
gene,ENSG00000099899,protein_coding,TRMT2A
gene,ENSG00000278278,miRNA,MIR6816
gene,ENSG00000099901,protein_coding,RANBP1
gene,ENSG00000264346,snoRNA,SNORA77B
gene,ENSG00000099904,protein_coding,ZDHHC8
gene,ENSG00000234409,protein_coding,CCDC188
gene,ENSG00000249923,lncRNA,LINC02891
gene,ENSG00000236499,lncRNA,LINC00896
gene,ENSG00000040608,protein_coding,RTN4R
gene,ENSG00000221039,miRNA,MIR1286
gene,ENSG00000161132,unprocessed_pseudogene,PRODHLP
gene,ENSG00000128185,protein_coding,DGCR6L
gene,ENSG00000273343,lncRNA,ENSG00000273343
gene,ENSG00000273139,lncRNA,ENSG00000273139
gene,ENSG00000188280,lncRNA,FAM230G
gene,ENSG00000235578,lncRNA,ENSG00000235578
gene,ENSG00000287446,lncRNA,ENSG00000287446
gene,ENSG00000290950,lncRNA,ENSG00000290950
gene,ENSG00000161133,transcribed_unprocessed_pseudogene,USP41
gene,ENSG00000185252,protein_coding,ZNF74
gene,ENSG00000207343,snRNA,RNU6-225P
gene,ENSG00000244486,protein_coding,SCARF2
gene,ENSG00000277971,protein_coding,ENSG00000277971
gene,ENSG00000099910,protein_coding,KLHL22
gene,ENSG00000215493,processed_pseudogene,ENSG00000215493
gene,ENSG00000255156,misc_RNA,RNY1P9
gene,ENSG00000242876,misc_RNA,RN7SL812P
gene,ENSG00000236670,processed_pseudogene,KRT18P5
gene,ENSG00000099917,protein_coding,MED15
gene,ENSG00000236003,lncRNA,ENSG00000236003
gene,ENSG00000250261,unprocessed_pseudogene,CCDC74BP1
gene,ENSG00000223553,transcribed_unprocessed_pseudogene,SMPD4P1
gene,ENSG00000290981,lncRNA,ENSG00000290981
gene,ENSG00000276427,unprocessed_pseudogene,IGLL4P
gene,ENSG00000238125,processed_pseudogene,SLC9A3P2
gene,ENSG00000229107,processed_pseudogene,ABHD17AP4
gene,ENSG00000217261,transcribed_unprocessed_pseudogene,POM121L4P
gene,ENSG00000290982,lncRNA,ENSG00000290982
gene,ENSG00000235062,unprocessed_pseudogene,BCRP5
gene,ENSG00000291085,lncRNA,TMEM191A
gene,ENSG00000241973,protein_coding,PI4KA
gene,ENSG00000099937,protein_coding,SERPIND1
gene,ENSG00000099940,protein_coding,SNAP29
gene,ENSG00000272600,lncRNA,ENSG00000272600
gene,ENSG00000099942,protein_coding,CRKL
gene,ENSG00000237476,lncRNA,LINC01637
gene,ENSG00000183773,protein_coding,AIFM3
gene,ENSG00000285314,lncRNA,ENSG00000285314
gene,ENSG00000272829,lncRNA,ENSG00000272829
gene,ENSG00000099949,protein_coding,LZTR1
gene,ENSG00000184436,protein_coding,THAP7
gene,ENSG00000230513,lncRNA,THAP7-AS1
gene,ENSG00000284060,transcribed_unprocessed_pseudogene,ENSG00000284060
gene,ENSG00000284130,protein_coding,TUBA3FP
gene,ENSG00000291240,protein_coding,ENSG00000291240
gene,ENSG00000099957,protein_coding,P2RX6
gene,ENSG00000099960,protein_coding,SLC7A4
gene,ENSG00000226872,lncRNA,ENSG00000226872
gene,ENSG00000207575,miRNA,MIR649
gene,ENSG00000290799,lncRNA,ENSG00000290799
gene,ENSG00000206145,transcribed_unprocessed_pseudogene,P2RX6P
gene,ENSG00000187905,protein_coding,LRRC74B
gene,ENSG00000249680,unprocessed_pseudogene,TUBA3GP
gene,ENSG00000284665,unprocessed_pseudogene,ENSG00000284665
gene,ENSG00000291044,lncRNA,ENSG00000291044
gene,ENSG00000197210,lncRNA,ENSG00000197210
gene,ENSG00000169668,transcribed_unprocessed_pseudogene,BCRP2
gene,ENSG00000239511,processed_pseudogene,POM121L7P
gene,ENSG00000224688,processed_pseudogene,E2F6P2
gene,ENSG00000215498,lncRNA,FAM230B
gene,ENSG00000234503,lncRNA,ENSG00000234503
gene,ENSG00000290961,lncRNA,ENSG00000290961
gene,ENSG00000283972,transcribed_unprocessed_pseudogene,FAM247A
gene,ENSG00000133475,transcribed_unprocessed_pseudogene,GGT2P
gene,ENSG00000290983,lncRNA,ENSG00000290983
gene,ENSG00000283145,unprocessed_pseudogene,ENSG00000283145
gene,ENSG00000226885,processed_pseudogene,E2F6P3
gene,ENSG00000229266,processed_pseudogene,POM121L8P
gene,ENSG00000169662,unprocessed_pseudogene,BCRP6
gene,ENSG00000206142,lncRNA,FAM230H
gene,ENSG00000237407,lncRNA,ENSG00000237407
gene,ENSG00000232771,processed_pseudogene,PPP1R26P5
gene,ENSG00000279920,lncRNA,LINC01651
gene,ENSG00000286102,protein_coding,FAM246A
gene,ENSG00000226534,processed_pseudogene,ENSG00000226534
gene,ENSG00000274600,protein_coding,RIMBP3B
gene,ENSG00000200057,misc_RNA,RN7SKP63
gene,ENSG00000252020,scaRNA,ENSG00000252020
gene,ENSG00000169635,protein_coding,HIC2
gene,ENSG00000206140,protein_coding,TMEM191C
gene,ENSG00000183506,transcribed_unitary_pseudogene,PI4KAP2
gene,ENSG00000252143,scaRNA,ENSG00000252143
gene,ENSG00000222352,misc_RNA,RN7SKP221
gene,ENSG00000183246,protein_coding,RIMBP3C
gene,ENSG00000185651,protein_coding,UBE2L3
gene,ENSG00000161179,protein_coding,YDJC
gene,ENSG00000161180,protein_coding,CCDC116
gene,ENSG00000273342,lncRNA,ENSG00000273342
gene,ENSG00000128228,protein_coding,SDF2L1
gene,ENSG00000207751,lncRNA,ENSG00000207751
gene,ENSG00000212102,miRNA,MIR301B
gene,ENSG00000283871,miRNA,MIR130B
gene,ENSG00000284630,transcribed_unitary_pseudogene,ENSG00000284630
gene,ENSG00000284651,unitary_pseudogene,ENSG00000284651
gene,ENSG00000284654,unitary_pseudogene,ENSG00000284654
gene,ENSG00000284621,unitary_pseudogene,ENSG00000284621
gene,ENSG00000272954,lncRNA,ENSG00000272954
gene,ENSG00000100023,protein_coding,PPIL2
gene,ENSG00000100027,protein_coding,YPEL1
gene,ENSG00000286365,lncRNA,ENSG00000286365
gene,ENSG00000244671,misc_RNA,RN7SL280P
gene,ENSG00000286127,lncRNA,ENSG00000286127
gene,ENSG00000100030,protein_coding,MAPK1
gene,ENSG00000200985,rRNA_pseudogene,RNA5SP493
gene,ENSG00000289564,lncRNA,ENSG00000289564
gene,ENSG00000225544,processed_pseudogene,ENSG00000225544
gene,ENSG00000100034,protein_coding,PPM1F
gene,ENSG00000224086,lncRNA,PPM1F-AS1
gene,ENSG00000100038,protein_coding,TOP3B
gene,ENSG00000290847,lncRNA,PRAMENP
gene,ENSG00000253239,IG_V_pseudogene,IGLVI-70
gene,ENSG00000211637,IG_V_gene,IGLV4-69
gene,ENSG00000254355,IG_V_pseudogene,IGLVI-68
gene,ENSG00000278657,lncRNA,ENSG00000278657
gene,ENSG00000249333,unprocessed_pseudogene,ENSG00000249333
gene,ENSG00000253794,IG_V_pseudogene,IGLV10-67
gene,ENSG00000228161,unprocessed_pseudogene,ENSG00000228161
gene,ENSG00000253874,IG_V_pseudogene,IGLVIV-66-1
gene,ENSG00000254075,IG_V_pseudogene,IGLVV-66
gene,ENSG00000254161,IG_V_pseudogene,IGLVIV-65
gene,ENSG00000253242,IG_V_pseudogene,IGLVIV-64
gene,ENSG00000253752,IG_V_pseudogene,IGLVI-63
gene,ENSG00000253823,IG_V_pseudogene,IGLV1-62
gene,ENSG00000275361,unprocessed_pseudogene,ENSG00000275361
gene,ENSG00000211638,IG_V_gene,IGLV8-61
