type,gene_id,gene_type,gene_name,gene_start,gene_end
gene,ENSG00000264406,miRNA,MIR548AP,85825635,85825730
gene,ENSG00000260477,lncRNA,LINC01584,86078809,86116747
gene,ENSG00000273540,protein_coding,AGBL1,86079871,87049169
gene,ENSG00000200206,snoRNA,ENSG00000200206,86173198,86173270
gene,ENSG00000260125,lncRNA,AGBL1-AS1,86295649,86317173
gene,ENSG00000259734,lncRNA,ENSG00000259734,86630266,86631136
gene,ENSG00000259636,lncRNA,ENSG00000259636,86932880,86946331
gene,ENSG00000259620,lncRNA,ENSG00000259620,86938797,86988426
gene,ENSG00000259560,lncRNA,ENSG00000259560,87325829,87703852
gene,ENSG00000207150,snRNA,RNU6-185P,87474183,87474289
gene,ENSG00000259527,lncRNA,LINC00052,87576929,87579866
gene,ENSG00000287391,lncRNA,ENSG00000287391,87638688,87668488
gene,ENSG00000140538,protein_coding,NTRK3,87859751,88256791
gene,ENSG00000260305,lncRNA,NTRK3-AS1,88252730,88271066
gene,ENSG00000259494,protein_coding,MRPL46,88459477,88467390
gene,ENSG00000173867,protein_coding,ENSG00000173867,88459501,88546585
gene,ENSG00000181991,protein_coding,MRPS11,88467453,88480776
gene,ENSG00000279945,TEC,ENSG00000279945,88477871,88478387
gene,ENSG00000140543,protein_coding,DET1,88494440,88546681
gene,ENSG00000249487,lncRNA,LINC01586,88585566,88605110
gene,ENSG00000221630,miRNA,MIR1179,88608107,88608197
gene,ENSG00000207703,miRNA,MIR7-2,88611825,88611934
gene,ENSG00000283484,miRNA,MIR3529,88611847,88611924
gene,ENSG00000181026,protein_coding,AEN,88621337,88632281
gene,ENSG00000172183,protein_coding,ISG20,88635670,88656483
gene,ENSG00000259676,lncRNA,ENSG00000259676,88797413,88798734
gene,ENSG00000157766,protein_coding,ACAN,88803436,88875353
gene,ENSG00000140511,protein_coding,HAPLN3,88877294,88895597
gene,ENSG00000140545,protein_coding,MFGE8,88898683,88913468
gene,ENSG00000260123,lncRNA,CARMAL,89041223,89082819
gene,ENSG00000261407,lncRNA,ENSG00000261407,89087078,89088377
gene,ENSG00000140526,protein_coding,ABHD2,89087459,89202355
gene,ENSG00000239151,snRNA,RNU7-195P,89120779,89120840
gene,ENSG00000140522,protein_coding,RLBP1,89209869,89221614
gene,ENSG00000140525,protein_coding,FANCI,89243945,89317261
gene,ENSG00000140521,protein_coding,POLG,89305198,89334861
gene,ENSG00000275101,miRNA,MIR6766,89326739,89326810
gene,ENSG00000291307,protein_coding,POLGARF,89330208,89333809
gene,ENSG00000261441,lncRNA,POLG-DT,89335053,89336161
gene,ENSG00000279708,TEC,ENSG00000279708,89358841,89360377
gene,ENSG00000287717,lncRNA,ENSG00000287717,89361157,89362421
gene,ENSG00000255571,lncRNA,MIR9-3HG,89361579,89424983
gene,ENSG00000284329,miRNA,MIR9-3,89368017,89368106
gene,ENSG00000289128,lncRNA,ENSG00000289128,89400173,89401723
gene,ENSG00000140519,protein_coding,RHCG,89471398,89496589
gene,ENSG00000259218,lncRNA,LINC00928,89504909,89524049
gene,ENSG00000261478,lncRNA,ENSG00000261478,89508961,89510416
gene,ENSG00000259713,lncRNA,ENSG00000259713,89518523,89591956
gene,ENSG00000140534,protein_coding,TICRR,89575469,89631056
gene,ENSG00000259615,lncRNA,ENSG00000259615,89579765,89582297
gene,ENSG00000166813,protein_coding,KIF7,89608789,89663086
gene,ENSG00000166819,protein_coding,PLIN1,89664367,89679427
gene,ENSG00000166821,protein_coding,PEX11A,89677764,89690783
gene,ENSG00000140527,protein_coding,WDR93,89690811,89743638
gene,ENSG00000259561,lncRNA,ENSG00000259561,89704665,89705415
gene,ENSG00000206590,snRNA,RNU6-132P,89714232,89714338
gene,ENSG00000166823,protein_coding,MESP1,89749875,89751249
gene,ENSG00000188095,protein_coding,MESP2,89760591,89778754
gene,ENSG00000166825,protein_coding,ANPEP,89784895,89815401
gene,ENSG00000157823,protein_coding,AP3S2,89830599,89894638
gene,ENSG00000250021,protein_coding,ARPIN-AP3S2,89834308,89912882
gene,ENSG00000264966,miRNA,MIR5094,89850637,89850721
gene,ENSG00000264796,miRNA,MIR5009,89883931,89884030
gene,ENSG00000212420,snRNA,RNU6-1111P,89886485,89886591
gene,ENSG00000242498,protein_coding,ARPIN,89895006,89912952
gene,ENSG00000252645,snRNA,RNU7-111P,89897576,89897637
gene,ENSG00000280377,TEC,ENSG00000280377,89950760,89951345
gene,ENSG00000140548,protein_coding,ZNF710,90001324,90082206
gene,ENSG00000265871,miRNA,MIR3174,90006755,90006841
gene,ENSG00000273691,lncRNA,ENSG00000273691,90024955,90026003
gene,ENSG00000259291,lncRNA,ZNF710-AS1,90074512,90082207
gene,ENSG00000182054,protein_coding,IDH2,90083045,90102477
gene,ENSG00000259685,lncRNA,IDH2-DT,90102649,90138016
gene,ENSG00000185033,protein_coding,SEMA4B,90160604,90229679
gene,ENSG00000240470,misc_RNA,RN7SL346P,90166233,90166526
gene,ENSG00000185043,protein_coding,CIB1,90229975,90234047
gene,ENSG00000183208,protein_coding,GDPGP1,90233808,90245811
gene,ENSG00000284626,protein_coding,ENSG00000284626,90234200,90265462
gene,ENSG00000213471,protein_coding,TTLL13,90249530,90265482
gene,ENSG00000261147,protein_coding,ENSG00000261147,90249556,90272208
gene,ENSG00000182768,protein_coding,NGRN,90265659,90275778
gene,ENSG00000275674,protein_coding,ENSG00000275674,90266317,90314499
gene,ENSG00000275345,lncRNA,ENSG00000275345,90281858,90282270
gene,ENSG00000275803,misc_RNA,RN7SL736P,90293939,90294207
gene,ENSG00000279980,TEC,GABARAPL3,90347587,90349437
gene,ENSG00000196391,protein_coding,ZNF774,90352284,90369146
gene,ENSG00000140575,protein_coding,IQGAP1,90388242,90502239
gene,ENSG00000259177,lncRNA,ENSG00000259177,90393490,90397881
gene,ENSG00000140577,protein_coding,CRTC3,90529923,90645345
gene,ENSG00000259212,lncRNA,ENSG00000259212,90595840,90596447
gene,ENSG00000259314,lncRNA,ENSG00000259314,90604225,90614558
gene,ENSG00000259736,lncRNA,CRTC3-AS1,90620007,90717141
gene,ENSG00000285560,lncRNA,ENSG00000285560,90630535,90631755
gene,ENSG00000278370,lncRNA,ENSG00000278370,90650631,90651103
gene,ENSG00000245479,lncRNA,LINC01585,90660207,90664967
gene,ENSG00000197299,protein_coding,BLM,90717346,90816166
gene,ENSG00000287061,lncRNA,ENSG00000287061,90811528,90815544
gene,ENSG00000259704,lncRNA,ENSG00000259704,90839641,90853608
gene,ENSG00000241869,misc_RNA,RN7SL363P,90855935,90856207
gene,ENSG00000140564,protein_coding,FURIN,90868588,90883564
gene,ENSG00000182511,protein_coding,FES,90883695,90895776
gene,ENSG00000196547,protein_coding,MAN2A2,90902218,90922584
gene,ENSG00000259661,lncRNA,ENSG00000259661,90920218,90921186
gene,ENSG00000184508,protein_coding,HDDC3,90929968,90935196
gene,ENSG00000140553,protein_coding,UNC45A,90930180,90954093
gene,ENSG00000258384,lncRNA,RCCD1-AS1,90952239,90955225
gene,ENSG00000166965,protein_coding,RCCD1,90954881,90963125
gene,ENSG00000198901,protein_coding,PRC1,90966040,90995629
gene,ENSG00000284946,protein_coding,ENSG00000284946,90966190,91022566
gene,ENSG00000258725,lncRNA,PRC1-AS1,90966340,90988625
gene,ENSG00000184056,protein_coding,VPS33B,90998673,91022603
gene,ENSG00000214432,lncRNA,VPS33B-DT,91022619,91036611
gene,ENSG00000278514,lncRNA,ENSG00000278514,91022766,91023200
gene,ENSG00000285661,lncRNA,ENSG00000285661,91094847,91099838
gene,ENSG00000185518,protein_coding,SV2B,91099950,91302565
gene,ENSG00000285883,lncRNA,ENSG00000285883,91303756,91306321
gene,ENSG00000289066,lncRNA,ENSG00000289066,91403294,91412617
gene,ENSG00000258551,lncRNA,CRAT37,91408708,91653389
gene,ENSG00000258954,lncRNA,ENSG00000258954,91532891,91535095
gene,ENSG00000258765,lncRNA,ENSG00000258765,91643017,91649114
gene,ENSG00000176463,protein_coding,SLCO3A1,91853708,92172435
gene,ENSG00000260661,lncRNA,ENSG00000260661,92148752,92331037
gene,ENSG00000258761,lncRNA,ENSG00000258761,92162798,92172436
gene,ENSG00000140557,protein_coding,ST8SIA2,92393881,92468728
gene,ENSG00000239197,snoRNA,ENSG00000239197,92417547,92417689
gene,ENSG00000259170,lncRNA,ENSG00000259170,92470233,92471546
gene,ENSG00000183643,lncRNA,C15orf32,92471654,92501117
gene,ENSG00000258647,lncRNA,LINC00930,92567817,92574529
gene,ENSG00000258676,lncRNA,ENSG00000258676,92580741,92600545
gene,ENSG00000260337,lncRNA,ENSG00000260337,92592574,92596462
gene,ENSG00000271763,lncRNA,ENSG00000271763,92602910,92620015
gene,ENSG00000185442,protein_coding,FAM174B,92617448,92809884
gene,ENSG00000275965,lncRNA,ENSG00000275965,92634305,92634665
gene,ENSG00000272298,lncRNA,ENSG00000272298,92699040,92724277
gene,ENSG00000260361,lncRNA,ENSG00000260361,92779757,92781492
gene,ENSG00000258922,lncRNA,ENSG00000258922,92805770,92808567
gene,ENSG00000274215,lncRNA,ENSG00000274215,92808451,92809057
gene,ENSG00000272888,lncRNA,CHASERR,92819540,92899701
gene,ENSG00000289200,lncRNA,ENSG00000289200,92819650,92820384
gene,ENSG00000288872,lncRNA,ENSG00000288872,92881648,92882340
gene,ENSG00000173575,protein_coding,CHD2,92886203,93027996
gene,ENSG00000284324,miRNA,MIR3175,92904399,92904475
gene,ENSG00000289017,lncRNA,ENSG00000289017,92908004,92909131
gene,ENSG00000182175,protein_coding,RGMA,93035271,93089211
gene,ENSG00000288991,lncRNA,ENSG00000288991,93089407,93106442
gene,ENSG00000285663,lncRNA,ENSG00000285663,93177269,93179999
gene,ENSG00000257060,lncRNA,ENSG00000257060,93230034,93569483
gene,ENSG00000258888,lncRNA,ENSG00000258888,93257198,93260475
gene,ENSG00000258909,lncRNA,ENSG00000258909,93416850,93422576
gene,ENSG00000258631,lncRNA,ENSG00000258631,93589867,93760886
gene,ENSG00000258754,lncRNA,LINC01579,93718542,94070898
gene,ENSG00000258476,lncRNA,LINC02207,93835490,93878822
gene,ENSG00000259123,lncRNA,ENSG00000259123,93837611,93852981
gene,ENSG00000258831,lncRNA,ENSG00000258831,93882082,93886743
gene,ENSG00000258785,lncRNA,LINC01580,93894431,93984150
gene,ENSG00000259724,lncRNA,LINC01581,93905405,94107938
gene,ENSG00000140563,protein_coding,MCTP2,94231538,94483952
gene,ENSG00000287950,lncRNA,ENSG00000287950,94455469,94550572
gene,ENSG00000285866,lncRNA,LINC02852,94583506,94589259
gene,ENSG00000259331,lncRNA,ENSG00000259331,94600014,94600821
gene,ENSG00000286917,lncRNA,ENSG00000286917,94724928,94726519
gene,ENSG00000270017,lncRNA,ENSG00000270017,94855586,94857011
gene,ENSG00000289464,lncRNA,ENSG00000289464,94971837,95018114
gene,ENSG00000258433,lncRNA,ENSG00000258433,95034108,95047108
gene,ENSG00000258773,lncRNA,ENSG00000258773,95078481,95150534
gene,ENSG00000248441,lncRNA,LETR1,95166065,95327129
gene,ENSG00000280304,TEC,ENSG00000280304,95280753,95284249
gene,ENSG00000285700,lncRNA,ENSG00000285700,95287934,95291643
gene,ENSG00000259134,lncRNA,LINC00924,95326528,95507865
gene,ENSG00000258489,lncRNA,ENSG00000258489,95463587,95493843
gene,ENSG00000275016,lncRNA,ENSG00000275016,95638316,95826499
gene,ENSG00000222076,snRNA,RNU2-3P,95745804,95745994
gene,ENSG00000275443,lncRNA,ENSG00000275443,95990582,96300990
gene,ENSG00000259702,lncRNA,ENSG00000259702,96045341,96064357
gene,ENSG00000273771,lncRNA,ENSG00000273771,96080713,96084584
gene,ENSG00000247809,lncRNA,NR2F2-AS1,96110040,96327361
gene,ENSG00000280048,TEC,ENSG00000280048,96112628,96116051
gene,ENSG00000277135,lncRNA,ENSG00000277135,96139472,96140452
gene,ENSG00000259359,lncRNA,ENSG00000259359,96171575,96174339
gene,ENSG00000278146,lncRNA,ENSG00000278146,96230897,96231145
gene,ENSG00000259763,lncRNA,LINC02157,96235785,96237010
gene,ENSG00000280291,TEC,ENSG00000280291,96294935,96298023
gene,ENSG00000185551,protein_coding,NR2F2,96325938,96340263
gene,ENSG00000283888,miRNA,MIR1469,96333261,96333307
gene,ENSG00000275322,lncRNA,ENSG00000275322,96342953,96345651
gene,ENSG00000259275,lncRNA,ENSG00000259275,96354237,96405235
gene,ENSG00000259542,lncRNA,ENSG00000259542,96393146,96405189
gene,ENSG00000259312,lncRNA,ENSG00000259312,96438570,96444266
gene,ENSG00000259534,lncRNA,ENSG00000259534,96448842,96449749
gene,ENSG00000222617,misc_RNA,RN7SKP254,96486582,96486891
gene,ENSG00000291301,lncRNA,ENSG00000291301,96761545,96766917
gene,ENSG00000259282,lncRNA,SPATA8-AS1,96772005,96783312
gene,ENSG00000185594,lncRNA,SPATA8,96783389,96785615
gene,ENSG00000223120,misc_RNA,RN7SKP181,96842069,96842384
gene,ENSG00000259485,lncRNA,LINC02253,97215812,97432094
gene,ENSG00000259403,lncRNA,ENSG00000259403,97272020,97319321
gene,ENSG00000259664,lncRNA,LINC02254,97339693,97523442
gene,ENSG00000242863,misc_RNA,RN7SL677P,97353497,97353815
gene,ENSG00000279091,TEC,ENSG00000279091,97533738,97541476
gene,ENSG00000259582,lncRNA,ENSG00000259582,97540597,97560702
gene,ENSG00000287267,lncRNA,ENSG00000287267,97557808,97559097
gene,ENSG00000287321,lncRNA,ENSG00000287321,97560849,97572707
gene,ENSG00000251209,lncRNA,LINC00923,97572185,97875650
gene,ENSG00000259870,lncRNA,ENSG00000259870,97876289,97878386
gene,ENSG00000287000,lncRNA,ENSG00000287000,97945208,97950018
gene,ENSG00000140450,protein_coding,ARRDC4,97960703,97973833
gene,ENSG00000259478,lncRNA,ENSG00000259478,97982509,97991142
gene,ENSG00000258483,lncRNA,LINC02251,98003038,98087384
gene,ENSG00000259199,lncRNA,ENSG00000259199,98038571,98293199
gene,ENSG00000222361,snRNA,RNU6-1186P,98074667,98074763
gene,ENSG00000259611,lncRNA,LINC01582,98081993,98103761
gene,ENSG00000259320,lncRNA,ENSG00000259320,98111729,98131707
gene,ENSG00000259041,lncRNA,ENSG00000259041,98282075,98285907
gene,ENSG00000274312,lncRNA,ENSG00000274312,98319687,98320237
gene,ENSG00000277987,lncRNA,LINC02351,98323902,98421021
gene,ENSG00000259424,lncRNA,IRAIN,98645118,98647389
gene,ENSG00000140443,protein_coding,IGF1R,98648539,98964530
gene,ENSG00000278022,lncRNA,ENSG00000278022,98660210,98660668
gene,ENSG00000264480,miRNA,MIR4714,98784426,98784502
gene,ENSG00000287191,lncRNA,ENSG00000287191,98831666,98840189
gene,ENSG00000259621,lncRNA,ENSG00000259621,98880659,98893535
gene,ENSG00000259475,lncRNA,SYNM-AS1,98954149,99105824
gene,ENSG00000183571,protein_coding,PGPEP1L,98968229,99007792
gene,ENSG00000278090,lncRNA,LUNAR1,99014526,99031054
gene,ENSG00000182253,protein_coding,SYNM,99098217,99135593
gene,ENSG00000261054,lncRNA,SYNM-AS2,99128832,99131806
gene,ENSG00000103852,protein_coding,TTC23,99136323,99251223
gene,ENSG00000261616,lncRNA,ENSG00000261616,99139317,99145370
gene,ENSG00000259921,lncRNA,ENSG00000259921,99157231,99161140
gene,ENSG00000168904,protein_coding,LRRC28,99251362,99390729
gene,ENSG00000259590,lncRNA,LINC02244,99395179,99396593
gene,ENSG00000259760,lncRNA,ENSG00000259760,99396613,99401315
gene,ENSG00000274294,lncRNA,ENSG00000274294,99416584,99417204
gene,ENSG00000259341,lncRNA,ENSG00000259341,99423769,99435160
gene,ENSG00000286893,lncRNA,ENSG00000286893,99473454,99476314
gene,ENSG00000279846,TEC,ENSG00000279846,99497812,99498375
gene,ENSG00000068305,protein_coding,MEF2A,99565417,99716488
gene,ENSG00000183060,protein_coding,LYSMD4,99715697,99733561
gene,ENSG00000290767,lncRNA,ENSG00000290767,99790156,99806927
gene,ENSG00000241588,misc_RNA,RN7SL484P,99791209,99791410
gene,ENSG00000259363,lncRNA,ENSG00000259363,99805793,99916818
gene,ENSG00000254744,lncRNA,ENSG00000254744,99970215,99974010
gene,ENSG00000140470,protein_coding,ADAMTS17,99971437,100342005
gene,ENSG00000259219,lncRNA,ENSG00000259219,99976481,99980774
gene,ENSG00000259356,lncRNA,ENSG00000259356,100126106,100129743
gene,ENSG00000189419,lncRNA,SPATA41,100344047,100350725
gene,ENSG00000259430,lncRNA,CERS3-AS1,100372936,100437914
gene,ENSG00000154227,protein_coding,CERS3,100400395,100544995
gene,ENSG00000270127,lncRNA,ENSG00000270127,100547765,100550153
gene,ENSG00000251819,snRNA,RNU6-322P,100551820,100551922
gene,ENSG00000259540,lncRNA,ENSG00000259540,100558677,100559798
gene,ENSG00000140471,protein_coding,LINS1,100559369,100603230
gene,ENSG00000200095,snRNA,RNU6-181P,100560686,100560792
gene,ENSG00000183475,protein_coding,ASB7,100602589,100651701
gene,ENSG00000259579,lncRNA,ENSG00000259579,100716249,100828497
gene,ENSG00000279588,TEC,ENSG00000279588,100782417,100786189
gene,ENSG00000232386,lncRNA,ENSG00000232386,100849561,100861756
gene,ENSG00000272808,lncRNA,GCAWKR,100849831,100876836
gene,ENSG00000259604,lncRNA,ENSG00000259604,100861843,100874369
gene,ENSG00000272639,lncRNA,ENSG00000272639,100861924,100885329
gene,ENSG00000184254,protein_coding,ALDH1A3,100877714,100916626
gene,ENSG00000278456,lncRNA,ENSG00000278456,100888472,100889106
gene,ENSG00000259583,lncRNA,ALDH1A3-AS1,100892343,100919391
gene,ENSG00000154237,protein_coding,LRRK1,100919327,101078257
gene,ENSG00000259376,lncRNA,ENSG00000259376,101043716,101049456
gene,ENSG00000259755,lncRNA,ENSG00000259755,101050732,101086066
gene,ENSG00000287892,lncRNA,ENSG00000287892,101058647,101063904
gene,ENSG00000259365,lncRNA,ENSG00000259365,101116603,101117546
gene,ENSG00000259182,lncRNA,ENSG00000259182,101168530,101170821
gene,ENSG00000131873,protein_coding,CHSY1,101175727,101252048
gene,ENSG00000131871,protein_coding,SELENOS,101270817,101277500
gene,ENSG00000131876,protein_coding,SNRPA1,101281510,101295282
gene,ENSG00000140479,protein_coding,PCSK6,101289784,101525202
gene,ENSG00000259172,lncRNA,SNRPA1-DT,101295419,101305737
gene,ENSG00000279970,TEC,ENSG00000279970,101299656,101301648
gene,ENSG00000259764,lncRNA,PCSK6-AS1,101334437,101337428
gene,ENSG00000274139,lncRNA,ENSG00000274139,101495052,101495567
gene,ENSG00000289271,lncRNA,ENSG00000289271,101500618,101501774
gene,ENSG00000277210,lncRNA,ENSG00000277210,101522597,101524739
gene,ENSG00000282793,lncRNA,ENSG00000282793,101527581,101528349
gene,ENSG00000286733,lncRNA,LINC02348,101602786,101614531
gene,ENSG00000184277,protein_coding,TM2D3,101621444,101652391
gene,ENSG00000252614,snRNA,RNU6-807P,101648206,101648312
gene,ENSG00000289028,lncRNA,ENSG00000289028,101652442,101653755
gene,ENSG00000185418,protein_coding,TARS3,101653596,101724473
gene,ENSG00000290760,lncRNA,UBE2Q2P13,101737099,101746870
gene,ENSG00000291225,lncRNA,ENSG00000291225,101751032,101794302
gene,ENSG00000240927,misc_RNA,RN7SL209P,101773238,101773513
gene,ENSG00000184140,protein_coding,OR4F6,101803509,101806887
gene,ENSG00000182854,protein_coding,OR4F15,101812202,101820197
gene,ENSG00000291191,lncRNA,OR4F13P,101842119,101850324
gene,ENSG00000177693,protein_coding,OR4F4,101922042,101923113
gene,ENSG00000290822,lncRNA,ENSG00000290822,101926164,101933350
gene,ENSG00000248893,lncRNA,FAM138E,101954885,101956412
gene,ENSG00000259553,lncRNA,ENSG00000259553,101959539,101961408
gene,ENSG00000284557,miRNA,MIR1302-10,101960459,101960596
gene,ENSG00000290823,lncRNA,ENSG00000290823,101961603,101976543
gene,ENSG00000275449,miRNA,MIR6859-3,101973524,101973591
gene,ENSG00000290824,lncRNA,DDX11L16,11555,101979093
gene,ENSG00000278739,miRNA,MIR6859-4,17052,17119
gene,ENSG00000260803,lncRNA,ENSG00000260803,17514,35195
gene,ENSG00000231439,lncRNA,WASIR2,22910,25123
gene,ENSG00000161980,protein_coding,POLR3K,46407,53608
gene,ENSG00000161981,protein_coding,SNRNP25,53828,57669
gene,ENSG00000007384,protein_coding,RHBDF1,58059,76355
gene,ENSG00000278995,TEC,ENSG00000278995,74683,74961
gene,ENSG00000103152,protein_coding,MPG,77007,85851
gene,ENSG00000103148,protein_coding,NPRL3,84271,138677
gene,ENSG00000269482,lncRNA,ENSG00000269482,90631,91102
gene,ENSG00000228779,lncRNA,ENSG00000228779,125737,127219
gene,ENSG00000130656,protein_coding,HBZ,142728,154503
gene,ENSG00000206177,protein_coding,HBM,153892,166764
gene,ENSG00000188536,protein_coding,HBA2,172876,173710
gene,ENSG00000290038,lncRNA,ENSG00000290038,173502,173660
gene,ENSG00000206172,protein_coding,HBA1,176680,177522
gene,ENSG00000290010,lncRNA,ENSG00000290010,177313,177490
gene,ENSG00000086506,protein_coding,HBQ1,180459,181179
gene,ENSG00000268836,lncRNA,ENSG00000268836,185748,186294
gene,ENSG00000007392,protein_coding,LUC7L,188969,229463
gene,ENSG00000167930,protein_coding,FAM234A,234521,272183
gene,ENSG00000076344,protein_coding,RGS11,268301,275980
gene,ENSG00000286901,lncRNA,ENSG00000286901,268727,282084
gene,ENSG00000242173,protein_coding,ARHGDIG,280450,283010
gene,ENSG00000185615,protein_coding,PDIA2,283164,287215
gene,ENSG00000103126,protein_coding,AXIN1,287440,352723
gene,ENSG00000086504,protein_coding,MRPL28,366969,371289
gene,ENSG00000129925,protein_coding,PGAP6,370788,387113
gene,ENSG00000103202,protein_coding,NME4,396725,410367
gene,ENSG00000242612,protein_coding,DECR2,401858,412487
gene,ENSG00000276984,lncRNA,ENSG00000276984,424243,424543
gene,ENSG00000090565,protein_coding,RAB11FIP3,425649,523011
gene,ENSG00000277142,lncRNA,LINC00235,525155,527407
gene,ENSG00000103326,protein_coding,CAPN15,527712,554636
gene,ENSG00000266124,miRNA,MIR5587,535316,535368
gene,ENSG00000266235,miRNA,MIR3176,543277,543366
gene,ENSG00000261691,lncRNA,ENSG00000261691,547185,553847
gene,ENSG00000161992,protein_coding,PRR35,560394,565529
gene,ENSG00000007541,protein_coding,PIGQ,566995,584109
gene,ENSG00000257108,protein_coding,NHLRC4,567005,569495
gene,ENSG00000282907,lncRNA,ENSG00000282907,568837,576257
gene,ENSG00000197562,protein_coding,RAB40C,589357,629272
gene,ENSG00000127578,protein_coding,WFIKKN1,629239,634117
gene,ENSG00000130731,protein_coding,METTL26,634427,636366
gene,ENSG00000172366,protein_coding,MCRIP2,636817,648474
gene,ENSG00000228201,lncRNA,ENSG00000228201,648473,649200
gene,ENSG00000161996,protein_coding,WDR90,649311,667833
gene,ENSG00000262528,lncRNA,ENSG00000262528,654611,656194
gene,ENSG00000140983,protein_coding,RHOT2,668100,674174
gene,ENSG00000103269,protein_coding,RHBDL1,675671,678268
gene,ENSG00000260394,lncRNA,STUB1-DT,678504,679777
gene,ENSG00000279441,TEC,ENSG00000279441,678645,679061
gene,ENSG00000103266,protein_coding,STUB1,680224,682870
gene,ENSG00000161999,protein_coding,JMJD8,681670,684528
gene,ENSG00000127580,protein_coding,WDR24,684622,690444
gene,ENSG00000261659,lncRNA,ENSG00000261659,689001,692554
gene,ENSG00000127585,protein_coding,FBXL16,692498,705808
gene,ENSG00000279255,TEC,ENSG00000279255,707650,709816
gene,ENSG00000259840,lncRNA,ENSG00000259840,710746,711277
gene,ENSG00000103260,protein_coding,METRN,715118,719655
gene,ENSG00000103254,protein_coding,ANTKMT,720581,722590
gene,ENSG00000162004,protein_coding,CCDC78,722582,726954
gene,ENSG00000103253,protein_coding,HAGHL,726936,735525
gene,ENSG00000103245,protein_coding,CIAO3,729760,741329
gene,ENSG00000102854,protein_coding,MSLN,760734,768865
gene,ENSG00000279136,TEC,ENSG00000279136,769119,769443
gene,ENSG00000162006,protein_coding,MSLNL,769428,783370
gene,ENSG00000207579,miRNA,MIR662,770183,770277
gene,ENSG00000007376,protein_coding,RPUSD1,784974,788397
gene,ENSG00000127586,protein_coding,CHTF18,788046,800737
gene,ENSG00000127588,protein_coding,GNG13,798041,800734
gene,ENSG00000287855,lncRNA,ENSG00000287855,817489,862843
gene,ENSG00000275438,lncRNA,ENSG00000275438,848525,849065
gene,ENSG00000103227,protein_coding,LMF1,853634,981318
gene,ENSG00000260022,lncRNA,ENSG00000260022,883780,885090
gene,ENSG00000260316,lncRNA,ENSG00000260316,898967,905224
gene,ENSG00000260439,lncRNA,LMF1-AS1,921033,934495
gene,ENSG00000276931,lncRNA,ENSG00000276931,968375,969012
gene,ENSG00000260807,lncRNA,CEROX1,975761,981596
gene,ENSG00000005513,protein_coding,SOX8,981770,986979
gene,ENSG00000260496,lncRNA,ENSG00000260496,991151,1000926
gene,ENSG00000261713,lncRNA,SSTR5-AS1,1064087,1078731
gene,ENSG00000261720,lncRNA,ENSG00000261720,1065240,1066502
gene,ENSG00000162009,protein_coding,SSTR5,1072747,1081454
gene,ENSG00000184471,protein_coding,C1QTNF8,1088226,1096244
gene,ENSG00000260532,lncRNA,ENSG00000260532,1111627,1113399
gene,ENSG00000273551,lncRNA,ENSG00000273551,1148224,1148754
gene,ENSG00000196557,protein_coding,CACNA1H,1153106,1221771
gene,ENSG00000260403,lncRNA,ENSG00000260403,1156976,1157974
gene,ENSG00000259910,lncRNA,ENSG00000259910,1159548,1160176
gene,ENSG00000261294,lncRNA,ENSG00000261294,1206560,1207124
gene,ENSG00000116176,protein_coding,TPSG1,1221651,1225268
gene,ENSG00000277010,lncRNA,ENSG00000277010,1223639,1224143
gene,ENSG00000197253,protein_coding,TPSB2,1227272,1230184
gene,ENSG00000172236,protein_coding,TPSAB1,1240379,1242554
gene,ENSG00000095917,protein_coding,TPSD1,1256059,1259008
gene,ENSG00000260182,lncRNA,ENSG00000260182,1257339,1258074
gene,ENSG00000290756,lncRNA,ENSG00000290756,1260952,1263845
gene,ENSG00000260710,lncRNA,ENSG00000260710,1294354,1300721
gene,ENSG00000274751,lncRNA,ENSG00000274751,1305547,1309413
gene,ENSG00000103275,protein_coding,UBE2I,1308880,1327018
gene,ENSG00000261505,lncRNA,ENSG00000261505,1317891,1322845
gene,ENSG00000007516,protein_coding,BAIAP3,1333638,1349441
gene,ENSG00000007520,protein_coding,TSR3,1349240,1351878
gene,ENSG00000090581,protein_coding,GNPTG,1351931,1365737
gene,ENSG00000260425,lncRNA,ENSG00000260425,1358900,1361405
gene,ENSG00000059145,protein_coding,UNKL,1363205,1414751
gene,ENSG00000260132,lncRNA,ENSG00000260132,1408834,1412248
gene,ENSG00000174109,protein_coding,C16orf91,1419752,1420756
gene,ENSG00000284395,protein_coding,PERCC1,1431078,1434441
gene,ENSG00000197599,protein_coding,CCDC154,1434383,1444556
gene,ENSG00000279930,TEC,ENSG00000279930,1437154,1439315
gene,ENSG00000103249,protein_coding,CLCN7,1444934,1475077
gene,ENSG00000261641,lncRNA,ENSG00000261641,1445343,1446519
gene,ENSG00000260051,lncRNA,ENSG00000260051,1451760,1452653
gene,ENSG00000261430,lncRNA,ENSG00000261430,1467673,1472684
gene,ENSG00000251692,protein_coding,PTX4,1485886,1488981
gene,ENSG00000100726,protein_coding,TELO2,1493344,1510457
gene,ENSG00000187535,protein_coding,IFT140,1510427,1612072
gene,ENSG00000260646,lncRNA,ENSG00000260646,1512979,1514675
gene,ENSG00000131634,protein_coding,TMEM204,1528688,1555580
gene,ENSG00000280062,TEC,ENSG00000280062,1530715,1533301
gene,ENSG00000280231,TEC,ENSG00000280231,1553655,1554130
gene,ENSG00000280327,TEC,ENSG00000280327,1576716,1578371
